OCLC #,Title,Author,Language,Item type,Publication,Publisher,Year,Database,Notes,Added date
62547551,The private universe project in science,Lisa Friedman; Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB Project.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB Math and Science Project",1995.0,,,2012-08-24 07:14
3783605,Preprint series,,English,jrnl,,"Cambridge, Mass. : Center for Astrophysics",1973.0,,,2012-08-24 07:14
47907338,The Next move : Professional development workshop,"Annenberg/CPB Project.; Smithsonian Astrophysical Observatory.; Harvard-Smithsonian Center for Astrophysics.; Educational Film Center (Annandale, Va.);",English,video_vhs,,"Cambridge, Mass : Smithsonial Astrophysical Observatory, Harvard-Smithsonian Center for Astrophysics",1999.0,,,2012-08-24 07:14
160006329,Learning to share perspectives,Carne S Barnett; Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB, v",2000.0,,,2012-08-24 07:14
160006465,Children's ways of knowing,Herbert Ginsburg; Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2000.0,,,2012-08-24 07:14
68707035,Investigation : a water study,Anna Lewicki; Ron Berger; Laura Baker; Mary Hibert Neuman; Alex Griswold; Annenberg Institute for School Reform.; Harvard-Smithsonian Center for Astrophysics.;,English,video_vhs,,"[Providence, R.I. : Annenberg Institute for School Reform, Brown University]",1999.0,,,2012-08-24 07:14
160006383,Infusing critical and creative thinking,Robert J Swartz; Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2000.0,,,2012-08-24 07:14
160006247,Behind the design,Philip Sadler; Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2000.0,,,2012-08-24 07:14
160006083,Idea-making,Constance Kamii; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1999.0,,,2012-08-24 07:14
160006422,Algebra and calculus : the challenge,James J Kaput; Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2000.0,,,2012-08-24 07:14
36437532,Project STAR : science teaching through its astronomical roots,Alex Griswald; Jana Odette; Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Harvard University.;,English,video_vhs,,"Cambridge, Mass. : President and Fellows of Harvard College",1993.0,,,2012-08-24 07:14
231634278,CES essential visions,Anna Lewicke; Pedro Noguera; Nancy Sizer; Dennis Littky; Coalition of Essential Schools.; Harvard-Smithsonian Center for Astrophysics. Science Media Group.;,English,video_dvd,,"Oakland, Calif. : Coalition of Essential Schools",2007.0,,,2012-08-24 07:14
68740713,Climate change : our global experiment,Daniel P Schrag; Matthew H Schneps; Alex Griswold; Douglas K Plante; Harvard-Smithsonian Center for Astrophysics. Science Media Group.;,English,video_dvd,,"[Cambridge, Mass. : Harvard University Museum of Natural History]",2005.0,,,2012-08-24 07:14
60395578,Mathematics : what's the big idea?,Carol Jackson; Alain Jehlen; Veda Reilley; Lisa Friedman; Kathleen Buckley; Annenberg/CPB Channel.; Annenberg/CPB Math and Science Project.; Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB",1997.0,,,2012-08-24 07:14
745598094,Future professional communication in astronomy II,Alberto Accomazzi; Harvard-Smithsonian Center for Astrophysics.,English,book,,New York : Springer,2011.0,,,2012-08-24 07:14
160006356,Conceptual change,Peter Hewson; Annenberg/CPB.; Harvard-Smithsonian Center for Astrophysics.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2000.0,,,2012-08-24 07:14
228933956,The private universe project in science : a nine-part professional development workshop for grade 1-12 science educators,Anneberg/CPB.;,English,book,,"[Cambridge, MA] : Present and Fellows of Harvard College",1995.0,,,2012-08-24 07:14
10920319,Cambridge chondrite compendium : being the first edition of a listing of all known chondritic meteorites and their classification so far as this has been determined,Karen Motylewski; Harvard-Smithsonian Center for Astrophysics.,English,book,,"Cambridge, Mass. : Center for Astrophysics",1977.0,,,2012-08-24 07:14
38180194,Project IMAGE--Investigative Materials About Global Environments : a manual of image-based activities concerning our planet,Harold P Coyle; Irwin I Shapiro; Sharon M Stroud; Harvard-Smithsonian Center for Astrophysics.;,English,book,,"Dubuque, Iowa : Kendall/Hunt Pub. Co",1998.0,,,2012-08-24 07:14
173150378,Science in focus : shedding light on science,Anita Greenwood; Christine Jones; Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_dvd,,,,,,2012-08-24 07:14
52587050,"Science in focus : force and motion, individual program descriptions.",Katy Abel; Sallie L Baliunas; Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,book,,,,,,2012-08-24 07:14
31504306,Structural geololgy of the African rift system : summary of new data from ERTS-1 imagery,P  A Mohr,English,book,,"Cambridge, Mass. : Center for Astrophysics, Harvard College Observatory and Smithsonian Astrophysical Observatory",1973.0,,,2012-08-24 07:14
159986660,Terez,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:13
160015602,Chemistry : a house with no foundation,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1995.0,,,2012-08-24 07:13
160015754,Environmental science : taking a risk,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1995.0,,,2012-08-24 07:13
160011253,Uncovering critical-thinking skills,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:13
159986885,Paul,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:13
57732443,Science in focus : Episodes 1-8 shedding light on science,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",1999.0,,,2012-08-24 07:13
57732229,The Next move : Episodes 1-8 steps toward change in elementary math and science,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",1999.0,,,2012-08-24 07:13
159986746,Dotty,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:13
160015638,Vision : can we believe our own eyes?,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1995.0,,,2012-08-24 07:13
160009852,Under construction,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:13
160011360,Changing course due to unexpected conditions,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:13
159986540,Donna,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:13
159986780,Nancy,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:13
47886791,International picture,Harvard-Smithsonian Center for Astrophysics. Special Education Dept.; Brown University.; Annenberg/CPB Project.; Annenberg Institute for School Reform.;,English,video_vhs,,"Cambridge, Mass. : Harvard University and Annenberg Institute for School Reform at Brown University",1999.0,,,2012-08-24 07:13
47886788,Idea-making,Harvard-Smithsonian Center for Astrophysics. Special Education Dept.; Brown University.; Annenberg/CPB Project.; Annenberg Institute for School Reform.;,English,video_vhs,,"Cambridge, Mass. : Harvard University and Annenberg Institute for School Reform at Brown University",1999.0,,,2012-08-24 07:13
160011166,Guiding student ideas,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:13
159995089,Animal life cycles,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2003.0,,,2012-08-24 07:13
159986955,Mike,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:13
159986984,Audrey. / Year 2,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:13
160018672,"Pigments, paint, and printing",Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1999.0,,,2012-08-24 07:13
52391529,Looking at learning ... again Part 2 : individual program descriptions.,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,book_digital,,,,,,2012-08-24 07:13
54685031,Private universe project in mathematics : problems & possibilities,Harvard-Smithsonian Center for Astrophysics.;,English,video_vhs,,"S. Burlington, Vt. : Annenberg/CPB",2001.0,,,2012-08-24 07:13
52391528,Looking at learning ... again Part 1 : individual program descriptions.,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,book_digital,,,,,,2012-08-24 07:13
52587028,"Science in focus : shedding light on science, individual program descriptions.",Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,book,,,,,,2012-08-24 07:13
52587030,The science of teaching science : individual program descriptions.,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,book_digital,,,,,,2012-08-24 07:13
52369604,Assessment in math and science: what's the point? : individual program descriptions.,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,book_digital,,,,,,2012-08-24 07:13
52587049,"Science in focus : energy, individual program descriptions.",Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,book_digital,,,,,,2012-08-24 07:13
58408763,Meteorites,Harvard-Smithsonian Center for Astrophysics.,English,book,,"Cambridge, Mass. : Smithsonian Astrophysical Observatory",1969.0,,,2012-08-24 07:13
160011299,Creating meaning from dissonance,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:13
52400169,Minds of our own : individual program descriptions.,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,book_digital,,,,,,2012-08-24 07:13
421121827,Twenty-one activities concerning where we are in space and time.,Harvard-Smithsonian Center for Astrophysics.; Learning Technologies Incorporated.;,English,book,,"Cambridge, MA : Harvard-Smithsomian Center for Astrophysics : Learning Technologies Inc. [distributor]",1990.0,,,2012-08-24 07:13
58407116,A private universe ; Minds of our own,Lindsay Crouse; Matthew H Schneps; Philip Michael Sadler; Harvard-Smithsonian Center for Astrophysics. Science Media Group.;,English,video_dvd,,"[Cambridge, Mass.] : Harvard-Smithsonian Center for Astrophysics",2003.0,,,2012-08-24 07:13
35812050,The quantum universe,"Smithsonian Institution.; WETA-TV (Television station : Washington, D.C.);",English,video_vhs,,New York City : Unapix Consumer Products,1996.0,,,2012-08-24 07:13
190870423,The habitable planet : a systems approach to environmental science,Anna Lewicke; Nancy Finkelstein; Alex Griswold; Matthew H Schneps; Mark Cane; Harvard-Smithsonian Center for Astrophysics.; Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Harvard University. Center for the Environment.; Annenberg Media.;,English,video_dvd,,"[S. Burlington, Vt. : Annenberg Media]",2007.0,,,2012-08-24 07:13
456703308,The SAO/NASA astrophysics data system,Smithsonian Astrophysical Observatory.; United States. National Aeronautics and Space Administration.; Harvard-Smithsonian Center for Astrophysics.;,English,web_digital,,"[Cambridge, Mass.] : Computation Facility at the Harvard-Smithsonian Center for Astrophysics",,,,2012-08-24 07:13
9709077,Computation Facility newsnotes,Computation Facility (Harvard-Smithsonian Center for Astrophysics);,English,jrnl,,"[Cambridge, Mass.] : The Facility",1983.0,,,2012-08-24 07:13
48428900,Eyes on the Sky Feet on the Ground: Hands on Astronomy Activities for Kids,,English,book_digital,,,,,,2012-08-24 07:13
39971041,Case studies in science education,Alex Griswold; Matthew Schneps; Ara Sahiner; Nancy Finkelstein; Jean Dunoyer; Anna Lewicki; Michael Bierylo; Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB Math and Science Collection.; Harvard-Smithsonian Center for Astrophysics.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB Math and Science Collection",1997.0,,,2012-08-24 07:13
18542691,"Grazing incidence optics for astronomical and laboratory applications : 17-19 August 1987, San Diego, California",Stuart C Bowyer; James C Green; Society of Photo-optical Instrumentation Engineers.; Harvard-Smithsonian Center for Astrophysics.; et al,English,book,,"Bellingham, Wash., USA : SPIE",1988.0,,,2012-08-24 07:13
40737139,Minds of our own,Matthew Schneps; Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB Project.; Private Universe Project.;,English,video_vhs,,"South Burlington, VT : Annenberg/CPB Math and Science Collection",1997.0,,,2012-08-24 07:13
48574331,Science in focus : force and motion,Katy Abel; Sallie L Baliunas; Veda C Reilley; Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPG",2001.0,,,2012-08-24 07:13
58414905,Essential science for teachers Earth and space science,Britt Angevin Argow; Joe Reilly; Matthew H Schneps; Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.; Harvard-Smithsonian Center for Astrophysics.;,English,video_vhs,,"S. Burlington, Vt. : Annenberg/CPB",2004.0,,,2012-08-24 07:13
144590351,Essential science for teachers Physical science,Sallie L Baliunas; Robin Moriarty; Matthew H Schneps; Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg Media.;,English,video_dvd,,"S. Burlington, Vt. : Annenberg Media",2004.0,,,2012-08-24 07:13
428989765,"Proceedings of the Eighth International Symposium on Space Terahertz Technology : Tuesday-Thursday, March 25-27, 1997, Science Center, Harvard University, Cambridge, Massachusetts",Raymond Blundell; Edward Tong; Center for Space Microelectronics Technology (Jet Propulsion Laboratory); Harvard-Smithsonian Center for Astrophysics.; Harvard University.;,English,book_digital,,"Cambridge, Mass. : [s.n",1997.0,,,2012-08-24 07:13
31931738,A Vision for the future,Matthew H Schneps; Ara Sahiner; Alex Griswold; Chantal L  A Fujiwara; Lisa Freidman; Audrey Sturgis; James Carter; Philip Michael Sadler; Ann Cunningfield; Nancy Finkelstein; Harvard-Smithsonian Center for Astrophysics. Science Education Dept.; Massachusetts Corporation for Educational Telecommunications.; Mass LearnPike.; Annenberg/CPB Math and Science Project.; Private Universe Project.;,English,video_vhs,,"[Cambridge, Mass.] : President and Fellows of Harvard College",1995.0,,,2012-08-24 07:13
8089271,The Centerline,Smithsonian Astrophysical Observatory.; Harvard College Observatory.; Harvard-Smithsonian Center for Astrophysics.;,English,jrnl,,"Cambridge, Mass. : Harvard College Observatory, Smithsonian Astrophysical Observatory",,,,2012-08-24 07:13
51487599,Looking at learning ... again Part 1,Veda C Reilley; Harvard-Smithsonian Center for Astrophysics.; Smithsonian Astrophysical Observatory.; Annenberg/CPB Project.;,English,video_vhs,,"[Cambridge, Mass.] : Smithsonian Institution Astrophysical Observatory ; S. Burlington, VT : [Distributed by] Annenberg/CPB Math and Science Project",1999.0,,,2012-08-24 07:13
32300863,Space for women,Julie Corliss; Harvard-Smithsonian Center for Astrophysics.,English,book,,"Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics",1994.0,,,2012-08-24 07:13
18942376,An astronomical software documentation collection at the Smithsonian Astrophysical Observatory,Carol Rhodes; Michael Kurtz; Joyce Rey-Watson; Smithsonian Astrophysical Observatory.; Harvard College Observatory.; Harvard-Smithsonian Center for Astrophysics.,English,book,,"[Cambridge, Mass.] : Harvard College Observatory, Smithsonian Astrophysical Observatory",1988.0,,,2012-08-24 07:13
43607023,The science of teaching science,Smithsonian Astrophysical Observatory.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB Project.; Association for the Education of Teachers in Science.; Harvard-Smithsonian Center for Astrophysics.; Science Media Group.;,English,video_vhs,,"South Burlington, VT : Annenberg/CPB",1997.0,,,2012-08-24 07:13
14205924,"Catalog of Einstein (HEAO-2) observations : July 25, 1986",Frederick D Seward; Paul Martenis; Harvard-Smithsonian Center for Astrophysics.,English,book,,[s.l.] : Harvard-Smithsonian Center for Astrophysics,1986.0,,,2012-08-24 07:13
57628455,Electromagnets : a supplemental curriculum for middle school physical science,Harold P Coyle; Harvard-Smithsonian Center for Astrophysics.; National Science Foundation (U.S.); et al,English,book,,"Dubuque, Iowa : Kendall/Hunt",2001.0,,,2012-08-24 07:13
38525941,Project Aries : astronomy resources for intercurricular elementary science,"Marvin C Grossman; Irwin I Shapiro; R  Bruce Ward; Cobblestone Publishing, Inc.; Harvard-Smithsonian Center for Astrophysics.; National Science Foundation (U.S.); Harvard University.; Smithsonian Institution.",English,book,,"Peterborough, NH : Cobblestone Pub. Co",1997.0,,,2012-08-24 07:13
688218698,Physics for the 21st century.,Annenberg Media.; Harvard-Smithsonian Center for Astrophysics Science Media Group.; Harvard University. Physics Dept.;,English,video_dvd,,"[Washington, D.C.] : Annenberg Media",2010.0,,,2012-08-24 07:13
26307043,Asteroids to quasars : a Symposium Honouring William Liller,Phyllis M Lugger; William Liller; Harvard-Smithsonian Center for Astrophysics.;,English,book,,Cambridge ; New York : Cambridge University Press,1991.0,,,2012-08-24 07:13
27321363,Project STAR : the universe in your hands,Harold P Coyle; Harvard-Smithsonian Center for Astrophysics.; et al,English,book,,"Dubuque, Iowa : Kendall/Hunt Pub",1993.0,,,2012-08-24 07:13
4115377,Center and limb solar spectrum in high spectral resolution 225.2 nm to 319.6 nm,John L Kohl; William H Parkinson; Robert L Kurucz,English,book,,Cambridge : Harvard-Smithsonian Center for Astrophysics,1978.0,,,2012-08-24 07:13
55796184,Essential science for teachers : life science,Clive Grainger; Annenberg/CPB.; Harvard-Smithsonian Center for Astrophysics. Science Media Group.;,English,video_vhs,,"Cambridge, Mass. : Science Media Group of the Harvard-Smithsonian Center for Astrophysics : Annenberg/CPB",2003.0,,,2012-08-24 07:13
43325404,Shedding light on science,Matthew H Schneps; Anita Greenwood; Christine Jones; Annenberg/CPB Project.; Association for the Education of Teachers in Science.; Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB Math and Science Collection.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB Math and Science Collection",1999.0,,,2012-08-24 07:13
57628359,Bridges : a supplemental curriculum for middle school physical science,Harold P Coyle; Harvard-Smithsonian Center for Astrophysics.; National Science Foundation (U.S.); et al,English,book,,"Dubuque, Iowa : Kendall/Hunt",2001.0,,,2012-08-24 07:13
57628328,Gravity wheel : a supplemental curriculum for middle school physical science,Harold P Coyle; Harvard-Smithsonian Center for Astrophysics.; National Science Foundation (U.S.); et al,English,book,,"Dubuque, Iowa : Kendall/Hunt",2001.0,,,2012-08-24 07:13
57731995,Case studies in science education. / Episodes 1-25,Smithsonian Institution Astrophysical Observatory.; Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",1997.0,,,2012-08-24 07:13
8636306,Observatories of the world,Siegfried Marx; Werner Pfau; Simon Mitton,English,book,,New York : Van Nostrand Reinhold,1982.0,,,2012-08-24 07:13
190870426,Exploring Mars : search for water to search for life : CfA observatory night,Suzanne Young; Harvard-Smithsonian Center for Astrophysics.,English,video_dvd,,,,,,2012-08-24 07:13
55135692,Challenges in physical science : a supplemental curriculum for middle school physical science,Harold P Coyle; Harvard-Smithsonian Center for Astrophysics.; National Science Foundation (U.S.); et al,English,book,,"Dubuque, Iowa : Kendall/Hunt",2001.0,,,2012-08-24 07:13
52861883,The solar spectrum,Robert L Kurucz; Harvard-Smithsonian Center for Astrophysics.,English,book,,"[Cambridge, Mass.] : Harvard-Smithsonian Center for Astrophysics",1990.0,,,2012-08-24 07:13
57628396,Windmills : a supplemental curriculum for middle school physical science. Teacher's guide,Harold P Coyle; Harvard-Smithsonian Center for Astrophysics.; National Science Foundation (U.S.); et al,English,book,,"Dubuque, Iowa : Kendall/Hunt",2001.0,,,2012-08-24 07:13
57628413,Solar house : a supplemental curriculum for middle school physical science,Harold P Coyle; Harvard-Smithsonian Center for Astrophysics.; National Science Foundation (U.S.); et al,English,book,,"Dubuque, Iowa : Kendall/Hunt",2001.0,,,2012-08-24 07:13
17929163,IUE data reduction guide for CFA SUN computers,George Nassiopoulos; Harvard-Smithsonian Center for Astrophysics.,English,book,,"Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics",1986.0,,,2012-08-24 07:13
11138351,"A submillimeter-wavelength telescope array : scientific, technical, and strategic issues",James M Moran; Harvard-Smithsonian Center for Astrophysics. Submillimeter Telescope Committee.; et al,English,book,,[S.l.] : Smithsonian Astrophysical Observatory,1984.0,,,2012-08-24 07:13
31931823,Finding solutions that work : putting the pieces together,Matthew H Schneps; Ara Sahiner; Alex Griswold; Chantal L  A Fujiwara; Lisa Freidman; Terez Waldoch; Kathleen M Fisher; Nancy Finkelstein; Harvard-Smithsonian Center for Astrophysics. Science Education Dept.; Massachusetts Corporation for Educational Telecommunications.; Mass LearnPike.; Annenberg/CPB Math and Science Project.; Private Universe Project.;,English,video_vhs,,"[Cambridge, Mass.] : President and Fellows of Harvard College",1995.0,,,2012-08-24 07:13
50507675,"The Sagatu Ridge Dike Swarm, Ethiopian Rift Margin",Paul A Mohr; E  C Potter; Harvard-Smithsonian Center for Astrophysics.,English,book,,"Cambridge, Mass. : Center for Astrophysics, Harvard College Observatory and Smithsonian Astrophysical Observatory",1975.0,,,2012-08-24 07:13
62195947,The student teaching experience,Katherine Klippert Merseth; Alex Griswold; Anna Lewicke; Insight Media (Firm); Harvard-Smithsonian Center for Astrophysics.;,English,video_dvd,,New York : Insight Media ; [Boston] ; Harvard College,1999.0,,,2012-08-24 07:13
14229357,The Electronic sky : digital images of the cosmos,Rudolph Schild; James Cornell; Harvard-Smithsonian Center for Astrophysics.; Smithsonian Institution.;,English,visual material,,"Washington, D.C. : Smithsonian Institution",1985.0,,,2012-08-24 07:13
9541450,Comets : a short review of astronomy's most spectacular sights,Harvard College Observatory. Center for Astrophysics.; Smithsonian Astrophysical Observatory.;,English,book,,"Cambridge, Mass. : The Center",1974.0,,,2012-08-24 07:13
496285955,Atmosphere,Steven C Wofsy; Kerry A Emanuel; Pieter P Tans; Annenberg/CPB.; Harvard-Smithsonian Center for Astrophysics.; Harvard Environmental Economics Program.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2007.0,,,2012-08-24 07:13
50507666,Recent crustal deformation in the Ethiopian Rift Valley,Paul A Mohr; Harvard-Smithsonian Center for Astrophysics.; et al,English,book,,"Cambridge, Mass. : Center for Astrophysics, Harvard College Observatory and Smithsonian Astrophysical Observatory",1974.0,,,2012-08-24 07:13
39185917,Can we believe our eyes?,Matthew Schneps; Annenberg/CPB Math and Science Project.; Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB Math and Science Collection.;,English,video_vhs,,"South Burlington, VT : Annenberg/CPB Math and Science Collection",1997.0,,,2012-08-24 07:13
81381883,Astrophysics Data System article service : ADS.,United States. National Aeronautics and Space Administration.; Harvard-Smithsonian Center for Astrophysics.;,English,compfile_digital,,"[Cambridge, Mass. : Center for Astrophysics",1995.0,,,2012-08-24 07:13
160015339,Building on useful ideas,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2000.0,,,2012-08-24 07:12
159979376,Physical changes and conservation of matter,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:12
159979425,Heat and temperature,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:12
159975610,Energy in food,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2002.0,,,2012-08-24 07:12
160018767,Sunlight to starch,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1999.0,,,2012-08-24 07:12
160018081,Energy in cycles,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2002.0,,,2012-08-24 07:12
159979474,Extending the particle model of matter,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:12
159979409,Rising and sinking,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:12
160018116,Energy and systems,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2002.0,,,2012-08-24 07:12
160018506,The Lure of magnetism,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2001.0,,,2012-08-24 07:12
159994958,Order out of chaos : our solar system,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:12
159986626,Richard and Jo-Ann,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
159994773,Earth's solid membrane: soil,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:12
159994799,Journey to the Earth's interior,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:12
159986972,Audrey. / Year 1,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
160015546,Physics : hands-on/minds-on learning,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1995.0,,,2012-08-24 07:12
160009784,Lessons from thin air,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
160015430,Astronomy : eliciting student ideas,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1995.0,,,2012-08-24 07:12
159986817,Margarita,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
159986691,Sarah,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
